0	2176	71825
0	3752	72133
0	2005	75439.2
0	3615	84044
0	4058	87940.9
0	3625	88491.9
0	1317	92431.8
0	1625	92439.6
0	816	92550.3
0	1292	93057
0	2837	93107.4
0	1038	93267.4
0	4009	93373.8
0	2791	95479.8
0	1895	95615.3
0	882	95819.8
0	1756	95822.3
0	5307	96233.4
0	4263	96240.3
0	2776	96997.6
0	1045	97444.6
0	5375	97897.4
0	4064	97907.1
0	9541	98870.8
0	1272	99128.6
0	5231	99665.2
0	4321	99678.8
0	2952	100555
0	1993	100689
0	4527	101005
0	800	101097
0	1254	101545
0	3318	101743
0	97	102083
0	696	102421
0	9806	102637
0	2969	102685
0	3947	102797
0	190	103527
0	8887	103820
0	4293	103963
0	370	104187
0	2281	104726
0	2280	104842
0	3553	105244
0	4002	105350
0	9066	105428
0	3013	105554
0	287	105600
0	492	105707
0	2456	105794
0	3543	106032
0	8830	107107
0	3079	107144
0	9211	107263
0	1710	107319
0	4938	107372
0	598	107376
0	123	107505
0	1250	107618
0	6244	107777
0	9758	107799
0	124	108647
0	9814	108741
0	1995	108764
0	2763	109192
0	641	109208
0	292	109762
0	9630	109854
0	2436	109902
0	942	110126
0	579	110144
0	146	110275
0	3009	110285
0	3292	110285
0	420	110299
0	4241	110383
0	3237	110428
0	1848	110432
0	4801	110456
0	2906	110531
0	2774	110538
0	2320	110600
0	3120	110920
0	3998	111245
0	102	111246
0	8799	111350
0	3568	111476
0	2301	111513
0	4008	111570
0	9582	111906
0	3880	111958
0	1916	112098
0	2330	112403
0	224	112529
0	1458	112611
0	488	112613
0	149	112643
0	1029	112701
0	3948	112793
1	462	66753.9
1	3136	66832
1	1322	67203.1
1	1533	67962.2
1	9564	69429.5
1	2183	70050.8
1	9125	72034.9
1	1038	72077.5
1	9814	72119.3
1	9574	72138.9
1	9807	72744
1	3864	74331.2
1	532	74792.9
1	3568	74828.3
1	465	75176
1	2781	76575.4
1	925	76667.7
1	1150	77099.6
1	145	77209.9
1	1993	77344.6
1	2445	77655.4
1	9536	77731.1
1	9714	77733.9
1	9842	78782.3
1	1116	79264.8
1	2078	79420.9
1	702	79737.8
1	1467	79834.4
1	397	79867.8
1	1543	79943.3
1	1151	80048.7
1	9715	80374.8
1	97	80407
1	3138	81400.5
1	800	81730.2
1	154	82009.8
1	9520	82031.2
1	3615	82047.9
1	3998	82154.2
1	2005	82190.2
1	2755	82506.8
1	8643	82722.2
1	1807	82954.7
1	1916	83099.2
1	3342	83349.1
1	504	84186.7
1	833	84679.3
1	1468	84959.6
1	9824	85420.4
1	6762	85449.3
1	7437	85499.8
1	1557	85565.1
1	2174	85801.1
1	2382	85805.7
1	2934	85882.6
1	3062	86179.1
1	3687	86192.2
1	9576	86355.3
1	3013	86419.7
1	4096	86425.9
1	3210	86480.2
1	1756	86733.7
1	3153	86787.9
1	1879	86850.7
1	3919	86929.6
1	9526	86940
1	3855	86950.8
1	3922	87172.7
1	544	87346.3
1	9544	87350.1
1	285	87572.1
1	2492	87850.7
1	9541	88072.8
1	3676	88099.7
1	3530	88173.5
1	811	88208.3
1	4102	88208.7
1	123	88361.5
1	280	88381.4
1	791	88399.8
1	4094	88417
1	3409	88445.8
1	108	88550.4
1	1479	88743.1
1	2952	88782.3
1	2406	88800.5
1	3683	88807.4
1	488	89171.3
1	124	89217.8
1	106	89356.9
1	4182	89532.4
1	1624	89553.4
1	909	89699.2
1	1772	90003.4
1	9523	90068.5
1	6094	90275.5
1	2647	90340.8
1	9299	90425.4
1	7912	90666.5
1	2112	90765.1
2	9972	44610
2	9938	48008.4
2	2698	49691.2
2	2707	54309.9
2	6360	54940.5
2	6995	55896.3
2	5469	58081.6
2	6801	59329.1
2	6846	59703.2
2	5475	60397.1
2	5882	60902.1
2	4225	60912.7
2	5453	61664.2
2	3212	61905.2
2	6162	61934.8
2	5294	61975.1
2	7761	62097.4
2	5787	62210.9
2	5955	62681.1
2	7919	62898.7
2	2714	63163
2	6406	63473.9
2	4407	63487.1
2	2230	63744.2
2	6428	63767.3
2	5199	63954.4
2	8564	64261.4
2	7483	64511.6
2	7414	65048.1
2	1821	65931.3
2	8604	66311.7
2	8879	66333.8
2	6013	67288.7
2	5232	67380.1
2	8402	67897
